9050	0.422914058	3.953573465
9150	0.451377359	3.944508867
9250	0.434936263	3.94419458
9350	0.255586773	3.944227764
9450	0.455563307	3.937059164
9550	0.388636107	3.945704693
9650	-0.00560708	3.958835314
9750	-0.009688234	3.969135801
9850	-0.001525926	3.973769557
9950	-0.008563619	3.976563692
10050	-0.009688234	3.978344679
10150	0	3.979572458
10250	0	3.980617469
10350	0	3.981704368
10450	0.898205486	3.939815234
10550	-5.605774499	4.162520174
10650	0.422914058	3.953836928
10750	0.257642935	3.924143344
10850	7.263372941	3.70369599
10950	0.391998978	3.940397293
11050	0.008258767	3.945792882
11150	0.418832898	3.937868595
11250	0.450701054	3.9290035
11350	0.438510053	3.928363586
11450	0.255586773	3.928184336
11550	0.451482147	3.921192646
11650	0.386858372	3.929315008
11750	-0.003379215	3.942387136
11850	-0.00560708	3.952787998
11950	-0.00560708	3.957458973
12050	-0.009688234	3.960322259
12150	-0.00560708	3.962154388
12250	0	3.96350935
12350	0	3.964744806
12450	0	3.965828914
12550	0.944422396	3.922443511
12650	-5.581929077	4.145453428
12750	0.422914058	3.937638576
12850	0.255586773	3.90755958
12950	7.305571523	3.686104582
13050	0.388336907	3.923412012
13150	0.018314987	3.928279032
13250	0.420130061	3.920706987
13350	0.447884133	3.911719151
13450	0.444259896	3.910681326
13550	0.259667903	3.910697331
13650	0.452153116	3.903545141
13750	0.38824111	3.91146624
13850	-0.00560708	3.92456199
13950	-0.00560708	3.934958675
14050	-0.008247789	3.939487696
14150	-0.001525926	3.942401886
14250	-0.00560708	3.944344759
14350	0	3.945911971
14450	0	3.946935415
14550	0	3.948172329
14650	0.981158353	3.903718621
14750	-5.546779801	4.126279373
14850	0.424828222	3.919821389
14950	0.259667903	3.889753863
15050	7.348530328	3.66705979
15150	0.386764618	3.905175815
15250	0.028390007	3.909628663
15350	0.420326537	3.901866793
15450	0.447551925	3.893300904
15550	0.449924869	3.891888963
15650	0.255552507	3.892210435
15750	0.45100693	3.885087967
15850	0.390475462	3.892851104
15950	-0.008228617	3.905707799
16050	-0.00560708	3.916169936
16150	-0.008051198	3.920706987
16250	-0.00560708	3.923585648
16350	-0.006259516	3.925428045
16450	0	3.926903423
16550	0	3.928171604
16650	0	3.929220798
16750	1.016046925	3.883948423
16850	-5.515634022	4.106271905
16950	0.420804016	3.901110976
17050	0.259245223	3.870913419
17150	7.389534333	3.647531275
17250	0.388012111	3.886360934
17350	0.045522804	3.889926886
17450	0.420522485	3.883078074
17550	0.447672373	3.874106583
17650	0.458983111	3.872731601
17750	0.253333211	3.873017803
17850	0.451482147	3.865972173
17950	0.395341266	3.873503033
18050	-0.011241794	3.886595312
18150	-0.00560708	3.896745205
18250	-0.00560708	3.901351207
18350	-0.008988501	3.904488702
18450	-0.006455432	3.906297445
18550	0	3.90775466
18650	0	3.909049749
18750	0	3.910183191
18850	1.050475379	3.863981642
18950	-5.483835119	4.086076357
19050	0.425219354	3.882152776
19150	0.255586773	3.85232075
19250	7.431327244	3.627358378
19350	0.383636633	3.867349112
19450	0.062029642	3.870260251
19550	0.420717761	3.863641836
19650	0.445069964	3.854819587
19750	0.465350652	3.853109458
19850	0.253138172	3.85380822
19950	0.451482147	3.846396201
20050	0.394969626	3.853770136
20150	-0.009688234	3.866997187
20250	-0.009688234	3.877297678
20350	-0.007659953	3.881931435
20450	-0.009183739	3.884926081
20550	-0.001525926	3.886910344
20650	0	3.888326168
20750	0	3.889621258
20850	0	3.89083204
20950	1.090854434	3.843214652
21050	-5.456699149	4.066140919
21150	0.423833833	3.862870687
21250	0.255619011	3.832485851
21350	7.473102657	3.60627436
21450	0.382073067	3.847568331
21550	0.086430854	3.849654088
21650	0.422914058	3.843719944
21750	0.44331304	3.835113784
21850	0.466932101	3.833045112
21950	0.255586773	3.833716687
22050	0.451593315	3.826483129
22150	0.39371994	3.833789289
22250	-0.006480299	3.846913405
22350	-0.00560708	3.85705177
22450	-0.00746491	3.861685537
22550	-0.005297819	3.864514004
22650	-0.004368247	3.866792917
22750	0	3.868229014
22850	0	3.869545221
22950	0	3.870747002
23050	1.129044732	3.821886299
23150	-5.424348123	4.044643229
23250	0.421528389	3.842724214
23350	0.255749391	3.811946837
23450	7.513098575	3.584491938
23550	0.381336632	3.827059039
23650	0.106693725	3.828093876
23750	0.421107822	3.822988632
23850	0.441301532	3.814274676
23950	0.4725818	3.811650144
24050	0.256828985	3.812491738
24150	0.451482147	3.805119516
24250	0.397309813	3.812275623
24350	-0.002882608	3.825399331
24450	-0.002396372	3.835256057
24550	-0.001525926	3.839916706
24650	-0.00163965	3.842993021
24750	-0.004393423	3.844992766
24850	0	3.846541431
24950	0	3.847963874
25050	0	3.849205128
25150	1.166808491	3.798648131
25250	-5.395767788	4.022325363
25350	0.422914058	3.820812225
25450	0.255943651	3.789619392
25550	7.554469892	3.560845217
25650	0.38304263	3.80480859
25750	0.126891987	3.805146558
25850	0.422159242	3.800378177
25950	0.443828491	3.79149235
26050	0.478216182	3.788739807
26150	0.255586773	3.789527443
26250	0.451982559	3.781975092
26350	0.396446033	3.788995649
26450	-0.009204164	3.801888594
26550	-0.008686725	3.811867803
26650	-0.00560708	3.81650156
26750	-0.013718378	3.819516223
26850	-0.008737185	3.82145977
26950	0	3.822916985
27050	0	3.824212074
27150	0	3.825396275
27250	1.203972041	3.773457226
27350	-5.364946853	3.997949768
27450	0.41574943	3.796566245
27550	0.256688235	3.76530592
27650	7.59997091	3.534449136
27750	0.381492428	3.780291475
27850	0.147034772	3.779712668
27950	0.421496223	3.775697205
28050	0.442537898	3.766589891
28150	0.483840334	3.763452239
28250	0.252359765	3.764409382
28350	0.455563307	3.756536245
28450	0.399638971	3.763288112
28550	-0.013479473	3.776138123
28650	-0.002784219	3.786002874
28750	-0.012494683	3.790536165
28850	-0.00941445	3.793439495
28950	-0.007428953	3.795717001
29050	0	3.797172164
29150	0	3.798307419
29250	0	3.799483041
29350	1.240783172	3.746330326
29450	-5.333734773	3.970893326
29550	0.422914058	3.770200601
29650	0.256323066	3.738466453
29750	7.637623479	3.506202962
29850	0.383839987	3.753351852
29950	0.165030686	3.751732559
30050	0.418832898	3.748440981
30150	0.44142508	3.73892632
30250	0.489220416	3.735346766
30350	0.255586773	3.736675129
30450	0.458764707	3.728399841
30550	0.40075298	3.734683283
30650	-0.005711596	3.747477955
30750	-0.007050804	3.757241142
30850	-0.006696084	3.761436506
30950	-0.009688234	3.763983965
31050	-0.00560708	3.766008988
31150	0	3.767231185
31250	0	3.768587941
31350	0	3.769650459
31450	1.282922674	3.714958901
31550	-5.302817834	3.94019162
31650	0.422295022	3.739884649
31750	0.259667903	3.708000358
31850	7.68135793	3.473291988
31950	0.374435004	3.723965188
32050	0.184971461	3.721073178
32150	0.419795224	3.718327045
32250	0.437203079	3.708794753
32350	0.492793705	3.704711065
32450	0.255586773	3.705431306
32550	0.455563307	3.697117567
32650	0.401910413	3.703455561
32750	-0.009599807	3.715894768
32850	-0.008880544	3.726486995
32950	-0.009688234	3.731117249
33050	-0.00560708	3.734031677
33150	-0.00560708	3.735987233
33250	0	3.737414161
33350	0	3.738481872
33450	0	3.73939911
33550	1.318507313	3.682736927
33650	-5.270748885	3.908472762
33750	0.419669918	3.708936453
33850	0.260797714	3.672214519
33950	7.724460154	3.434868935
34050	0.375694997	3.688241331
34150	0.205584769	3.682678464
34250	0.421236143	3.680798431
34350	0.43640137	3.669030676
34450	0.502887667	3.662659507
34550	0.255861853	3.660387166
34650	0.451482147	3.649517775
34750	0.403112982	3.65564618
34850	-0.00560708	3.664875724
34950	-0.00560708	3.678101859
35050	-0.006302642	3.685002261
35150	-0.008835579	3.689474139
35250	-0.00560708	3.692717584
35350	0	3.695037944
35450	0	3.697117567
35550	0	3.699028698
35650	1.357040766	3.638294296
35750	-5.239010105	3.86407953
35850	0.418832898	3.662802913
35950	0.256907242	3.612098793
36050	7.76437608	3.363552916
36150	0.372980919	3.619087412
36250	0.227142072	3.605587458
36350	0.415400054	3.601406608
36450	0.43881909	3.583315804
36550	0.507789522	3.570185342
36650	0.255586773	3.559836288
36750	0.452946131	3.541747944
36850	0.411352156	3.54437275
36950	-0.009688234	3.546994561
37050	-0.009688234	3.561280012
37150	-0.006111927	3.568565845
37250	-0.006650566	3.573422909
37350	-0.007096711	3.577146769
37450	0	3.579769732
37550	0	3.582165718
37650	0	3.584432364
37750	1.39263156	3.515359228
37850	-5.210903803	3.750168089
37950	0.418877312	3.535699368
38050	0.25709073	3.462424637
38150	7.801859948	3.18711854
38250	0.370227427	3.456343169
38350	0.244108282	3.428976473
38450	0.418832898	3.418966532
38550	0.433818753	3.386962653
38650	0.511478464	3.360128776
38750	0.251505613	3.330713288
38850	0.450695853	3.29368717
38950	0.405358326	3.286380944
39050	-0.006270083	3.266238543
39150	-0.007476951	3.285072088
39250	-0.00560708	3.293976784
39350	-0.006834103	3.299643278
39450	-0.008382397	3.304338694
39550	0	3.307497264
39650	0	3.31032896
39750	0	3.312758139
39850	1.431669613	3.218902188
39950	0	3.257795823
40050	0	3.265948751
40150	0	3.27050066
40250	0.403711633	3.217328982
40350	0	3.229669657
40450	0	3.236894075
40550	0	3.241196156
